frame,input.Pitch,input.Yaw,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
15,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.027818,-0.027813,0.726617,0.685916,1.349410,0.000000,0.986610
16,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.032096,-0.032091,0.729464,0.682512,1.453210,0.000000,1.062510
17,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.036677,-0.036671,0.732469,0.678822,1.557010,0.000000,1.138410
18,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.041559,-0.041554,0.735625,0.674835,1.660810,0.000000,1.214310
19,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.046743,-0.046738,0.738917,0.670546,1.764610,0.000000,1.290210
20,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.052230,-0.052225,0.742336,0.665944,1.868410,0.000000,1.366110
21,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.058013,-0.058008,0.745871,0.661019,1.972210,0.000000,1.442010
22,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.064093,-0.064088,0.749505,0.655764,2.076010,0.000000,1.517910
23,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.070470,-0.070464,0.753230,0.650164,2.179810,0.000000,1.593810
24,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.077143,-0.077138,0.757030,0.644209,2.283610,0.000000,1.669710
25,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.084108,-0.084103,0.760890,0.637886,2.387410,0.000000,1.745610
26,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.091359,-0.091353,0.764796,0.631186,2.491210,0.000000,1.821510
27,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.098895,-0.098890,0.768729,0.624097,2.595010,0.000000,1.897410
28,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.106718,-0.106712,0.772673,0.616603,2.698810,0.000000,1.973310
29,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.114821,-0.114815,0.776611,0.608695,2.802610,0.000000,2.049210
30,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.123193,-0.123188,0.780523,0.600360,2.906410,0.000000,2.125110
31,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.131836,-0.131830,0.784392,0.591582,3.010210,0.000000,2.201010
32,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.140743,-0.140737,0.788195,0.582352,3.114010,0.000000,2.276910
33,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.149909,-0.149903,0.791909,0.572657,3.217810,0.000000,2.352810
34,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.159328,-0.159322,0.795515,0.562483,3.321610,0.000000,2.428710
35,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.168995,-0.168990,0.798988,0.551817,3.425410,0.000000,2.504610
36,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.178900,-0.178895,0.802302,0.540650,3.529210,0.000000,2.580510
37,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.189032,-0.189026,0.805439,0.528965,3.633010,0.000000,2.656410
38,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.199384,-0.199379,0.808367,0.516756,3.736810,0.000000,2.732310
39,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.209947,-0.209942,0.811063,0.504008,3.840610,0.000000,2.808210
40,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.220710,-0.220705,0.813499,0.490710,3.944410,0.000000,2.884110
41,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.231661,-0.231656,0.815651,0.476845,4.048210,0.000000,2.960010
42,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.242786,-0.242780,0.817488,0.462414,4.152010,0.000000,3.035910
43,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.254072,-0.254072,0.818980,0.447400,4.255810,0.000000,3.111810
44,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.265509,-0.265509,0.820101,0.431793,4.359610,0.000000,3.187710
45,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.277081,-0.277081,0.820814,0.415593,4.439710,0.000000,3.246310
46,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.288706,-0.288706,0.821095,0.398874,4.439710,0.000000,3.246310
47,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.300176,-0.300176,0.820924,0.381934,4.439710,0.000000,3.246310
48,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.311478,-0.311478,0.820302,0.364784,4.439710,0.000000,3.246310
49,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.322607,-0.322607,0.819230,0.347434,4.439710,0.000000,3.246310
50,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.333559,-0.333559,0.817710,0.329890,4.439710,0.000000,3.246310
51,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.344327,-0.344327,0.815738,0.312168,4.439710,0.000000,3.246310
52,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.354906,-0.354906,0.813318,0.294274,4.439710,0.000000,3.246310
53,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.365291,-0.365291,0.810450,0.276217,4.439710,0.000000,3.246310
54,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.375477,-0.375477,0.807134,0.258010,4.439710,0.000000,3.246310
55,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.385457,-0.385457,0.803373,0.239662,4.439710,0.000000,3.246310
56,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.395222,-0.395222,0.799174,0.221179,4.439710,0.000000,3.246310
57,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.404770,-0.404770,0.794534,0.202578,4.439710,0.000000,3.246310
58,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.414098,-0.414098,0.789455,0.183863,4.439710,0.000000,3.246310
59,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.423199,-0.423199,0.783942,0.165046,4.439710,0.000000,3.246310
60,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.432063,-0.432063,0.778002,0.146138,4.439710,0.000000,3.246310
61,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.440689,-0.440689,0.771634,0.127148,4.439710,0.000000,3.246310
62,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.449073,-0.449073,0.764843,0.108088,4.439710,0.000000,3.246310
63,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.457214,-0.457214,0.757626,0.088969,4.439710,0.000000,3.246310
64,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.465101,-0.465101,0.749994,0.069801,4.439710,0.000000,3.246310
65,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.472734,-0.472734,0.741947,0.050595,4.439710,0.000000,3.246310
66,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.480104,-0.480104,0.733497,0.031363,4.439710,0.000000,3.246310
67,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.487209,-0.487209,0.724644,0.012114,4.439710,0.000000,3.246310
68,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.494049,-0.494049,0.715388,-0.007140,4.439710,0.000000,3.246310
69,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.500615,-0.500615,0.705743,-0.026394,4.439710,0.000000,3.246310
70,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.506905,-0.506905,0.695710,-0.045632,4.439710,0.000000,3.246310
71,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.512920,-0.512920,0.685289,-0.064843,4.439710,0.000000,3.246310
72,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.518650,-0.518650,0.674497,-0.084022,4.439710,0.000000,3.246310
73,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.524093,-0.524098,0.663330,-0.103152,4.439710,0.000000,3.246310
74,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.529250,-0.529256,0.651799,-0.122228,4.439710,0.000000,3.246310
75,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.534117,-0.534122,0.639911,-0.141234,4.439710,0.000000,3.246310
76,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.538691,-0.538697,0.627666,-0.160164,4.439710,0.000000,3.246310
77,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.542969,-0.542975,0.615078,-0.179003,4.439710,0.000000,3.246310
78,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.546945,-0.546951,0.602157,-0.197744,4.439710,0.000000,3.246310
79,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.550625,-0.550630,0.588897,-0.216378,4.439710,0.000000,3.246310
80,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.553996,-0.554007,0.575317,-0.234893,4.439710,0.000000,3.246310
81,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.557066,-0.557077,0.561420,-0.253279,4.439710,0.000000,3.246310
82,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.559828,0.559842,-0.547215,0.271524,4.439710,0.000000,3.246310
83,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.562283,0.562297,-0.532709,0.289623,4.439710,0.000000,3.246310
84,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.564430,0.564441,-0.517911,0.307561,4.439710,0.000000,3.246310
85,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.566264,0.566277,-0.502827,0.325332,4.439710,0.000000,3.246310
86,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.567786,0.567804,-0.487468,0.342919,4.439710,0.000000,3.246310
87,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.569000,0.569013,-0.471839,0.360323,4.439710,0.000000,3.246310
88,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.569900,0.569909,-0.455951,0.377527,4.439710,0.000000,3.246310
89,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.570483,0.570500,-0.439810,0.394520,4.439710,0.000000,3.246310
90,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.570753,0.570772,-0.423431,0.411298,4.439710,0.000000,3.246310
91,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.570710,0.570734,-0.406815,0.427849,4.439710,0.000000,3.246310
92,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.570354,0.570376,-0.389978,0.444169,4.439710,0.000000,3.246310
93,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.569685,0.569707,-0.372925,0.460240,4.439710,0.000000,3.246310
94,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.568703,0.568724,-0.355667,0.476058,4.439710,0.000000,3.246310
95,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.567408,0.567426,-0.338215,0.491616,4.439710,0.000000,3.246310
96,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.565800,0.565818,-0.320574,0.506905,4.439710,0.000000,3.246310
97,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.563880,0.563899,-0.302760,0.521914,4.439710,0.000000,3.246310
98,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.561652,0.561667,-0.284779,0.536636,4.439710,0.000000,3.246310
99,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.559111,0.559132,-0.266642,0.551062,4.439710,0.000000,3.246310
100,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.556262,0.556289,-0.248358,0.565184,4.439710,0.000000,3.246310
101,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.553112,0.553139,-0.229935,0.578995,4.439710,0.000000,3.246310
102,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.549654,0.549681,-0.211388,0.592492,4.439710,0.000000,3.246310
103,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.545893,0.545920,-0.192722,0.605664,4.439710,0.000000,3.246310
104,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.541837,0.541864,-0.173953,0.618496,4.439710,0.000000,3.246310
105,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.537478,0.537510,-0.155088,0.630990,4.439710,0.000000,3.246310
106,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.532827,0.532860,-0.136136,0.643135,4.439710,0.000000,3.246310
107,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.527880,0.527913,-0.117108,0.654932,4.439710,0.000000,3.246310
108,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.522642,0.522680,-0.098016,0.666367,4.439710,0.000000,3.246310
109,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.517118,0.517155,-0.078870,0.677436,4.439710,0.000000,3.246310
110,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.511307,0.511350,-0.059680,0.688131,4.439710,0.000000,3.246310
111,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.505217,0.505260,-0.040458,0.698450,4.439710,0.000000,3.246310
112,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.498851,0.498894,-0.021215,0.708381,4.439710,0.000000,3.246310
113,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.492210,0.492253,-0.001961,0.717923,4.439710,0.000000,3.246310
114,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.485299,0.485342,0.017293,0.727069,4.439710,0.000000,3.246310
115,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.478118,0.478162,0.036542,0.735819,4.439710,0.000000,3.246310
116,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.470679,0.470722,0.055769,0.744159,4.439710,0.000000,3.246310
117,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.462981,0.463024,0.074964,0.752090,4.439710,0.000000,3.246310
118,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.455023,0.455066,0.094115,0.759612,4.439710,0.000000,3.246310
119,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.446818,0.446861,0.113218,0.766715,4.439710,0.000000,3.246310
120,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.438364,0.438413,0.132257,0.773395,4.439710,0.000000,3.246310
121,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.429673,0.429721,0.151225,0.779648,4.439710,0.000000,3.246310
122,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.420744,0.420793,0.170107,0.785475,4.439710,0.000000,3.246310
123,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.411584,0.411633,0.188897,0.790870,4.439710,0.000000,3.246310
124,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.402197,0.402246,0.207584,0.795830,4.439710,0.000000,3.246310
125,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.392589,0.392637,0.226159,0.800351,4.439710,0.000000,3.246310
126,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.382765,0.382813,0.244609,0.804432,4.439710,0.000000,3.246310
127,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.372731,0.372779,0.262925,0.808071,4.439710,0.000000,3.246310
128,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.362491,0.362540,0.281094,0.811265,4.439710,0.000000,3.246310
129,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.352052,0.352101,0.299108,0.814014,4.439710,0.000000,3.246310
130,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.341419,0.341468,0.316959,0.816315,4.439710,0.000000,3.246310
131,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.330597,0.330646,0.334632,0.818169,4.439710,0.000000,3.246310
132,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.319597,0.319646,0.352122,0.819570,4.439710,0.000000,3.246310
133,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.308419,0.308468,0.369418,0.820522,4.439710,0.000000,3.246310
134,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.297074,0.297122,0.386514,0.821019,4.439710,0.000000,3.246310
135,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.285561,0.285610,0.403395,0.821069,4.439710,0.000000,3.246310
136,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.273892,0.273941,0.420054,0.820667,4.439710,0.000000,3.246310
137,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.262072,0.262121,0.436481,0.819814,4.439710,0.000000,3.246310
138,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.250112,0.250160,0.452671,0.818507,4.439710,0.000000,3.246310
139,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.238011,0.238060,0.468613,0.816750,4.439710,0.000000,3.246310
140,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.225781,0.225830,0.484295,0.814544,4.439710,0.000000,3.246310
141,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.213427,0.213476,0.499714,0.811889,4.439710,0.000000,3.246310
142,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.200954,0.201003,0.514857,0.808788,4.439710,0.000000,3.246310
143,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.188374,0.188422,0.529714,0.805242,4.439710,0.000000,3.246310
144,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.175685,0.175733,0.544280,0.801256,4.439710,0.000000,3.246310
145,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.162899,0.162948,0.558550,0.796828,4.439710,0.000000,3.246310
146,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.150027,0.150076,0.572511,0.791959,4.439710,0.000000,3.246310
147,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.137074,0.137123,0.586155,0.786658,4.439710,0.000000,3.246310
148,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.124046,0.124094,0.599480,0.780921,4.439710,0.000000,3.246310
149,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.110947,0.110996,0.612471,0.774758,4.439710,0.000000,3.246310
150,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.097789,0.097838,0.625127,0.768167,4.439710,0.000000,3.246310
151,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.084577,0.084626,0.637438,0.761156,4.439710,0.000000,3.246210
152,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.071317,0.071365,0.649398,0.753726,4.439810,0.000000,3.246210
153,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.058019,0.058067,0.661003,0.745880,4.439810,0.000000,3.246110
154,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.044688,0.044737,0.672245,0.737623,4.439810,0.000000,3.246110
155,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.031330,0.031379,0.683116,0.728962,4.439810,0.000000,3.246110
156,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.017957,0.018005,0.693609,0.719903,4.439810,0.000000,3.246110
157,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.004572,0.004621,0.703724,0.710443,4.439810,0.000000,3.246110
158,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.008812,-0.008764,0.713451,0.700595,4.439810,0.000000,3.246110
159,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.022192,-0.022143,0.722785,0.690361,4.439810,0.000000,3.246110
160,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.035560,-0.035511,0.731720,0.679750,4.439810,0.000000,3.246110
161,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.048912,-0.048864,0.740256,0.668760,4.439810,0.000000,3.246110
162,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.062237,-0.062189,0.748384,0.657404,4.439810,0.000000,3.246110
163,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.075525,-0.075476,0.756101,0.645687,4.439810,0.000000,3.246110
164,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.088769,-0.088726,0.763402,0.633613,4.439810,0.000000,3.246110
165,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.101965,-0.101922,0.770281,0.621194,4.439810,0.000000,3.246110
166,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.115107,-0.115063,0.776739,0.608430,4.439810,0.000000,3.246110
167,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.128184,-0.128140,0.782770,0.595332,4.439810,0.000000,3.246110
168,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.141190,-0.141147,0.788368,0.581909,4.439810,0.000000,3.246110
169,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.154122,-0.154079,0.793534,0.568163,4.439810,0.000000,3.246110
170,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.166967,-0.166924,0.798265,0.554104,4.439810,0.000000,3.246110
171,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.179720,-0.179677,0.802555,0.539743,4.439810,0.000000,3.246110
172,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.192377,-0.192333,0.806402,0.525086,4.439810,0.000000,3.246110
173,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.204925,-0.204882,0.809809,0.510137,4.439810,0.000000,3.246110
