frame,input.Pitch,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
11,1.000000,0.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.013765,-0.013754,0.706966,0.706979,0.934210,0.000000,0.000000
12,1.000000,0.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.016824,-0.016813,0.706902,0.706912,1.038010,0.000000,0.000000
13,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.020179,-0.020179,0.707038,0.706600,1.141810,-0.003610,0.075810
14,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.023837,-0.023859,0.707370,0.706039,1.245610,-0.007810,0.151510
15,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.027791,-0.027851,0.707892,0.705224,1.349410,-0.012710,0.227210
16,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.032042,-0.032156,0.708604,0.704145,1.453210,-0.018210,0.302810
17,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.036590,-0.036774,0.709492,0.702802,1.557010,-0.024410,0.378410
18,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.041430,-0.041705,0.710554,0.701183,1.660810,-0.031310,0.453910
19,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.046560,-0.046948,0.711779,0.699284,1.764610,-0.038810,0.529410
20,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.051982,-0.052510,0.713162,0.697094,1.868510,-0.047010,0.604810
21,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.057689,-0.058385,0.714692,0.694607,1.972410,-0.055810,0.680110
22,1.000000,1.000000,0.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.063683,-0.064573,0.716359,0.691812,2.076310,-0.065310,0.755310
23,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.069040,-0.072029,0.718066,0.688786,2.191310,-0.389510,0.772710
24,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.073798,-0.080715,0.719796,0.685517,2.307810,-0.700710,0.787010
25,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.077996,-0.090592,0.721522,0.681994,2.425710,-0.999510,0.798710
26,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.081659,-0.101630,0.723219,0.678201,2.544810,-1.286210,0.808110
27,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.084820,-0.113785,0.724861,0.674117,2.665010,-1.561410,0.815610
28,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.087512,-0.127024,0.726421,0.669715,2.786210,-1.825510,0.821610
29,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.089762,-0.141309,0.727863,0.664973,2.908210,-2.078910,0.826410
30,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.091596,-0.156603,0.729153,0.659864,3.030910,-2.322110,0.830410
31,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.093036,-0.172869,0.730254,0.654362,3.154210,-2.555610,0.833910
32,1.000000,1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.094104,-0.190067,0.731132,0.648433,3.277910,-2.779810,0.837310
33,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.094941,-0.208097,0.731344,0.642509,3.418410,-2.934410,0.702710
34,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.095577,-0.226920,0.730857,0.636569,3.561710,-3.076610,0.570710
35,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.096041,-0.246492,0.729647,0.630581,3.707710,-3.207010,0.441810
36,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.096365,-0.266771,0.727685,0.624517,3.856210,-3.326010,0.316410
37,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.096570,-0.287714,0.724939,0.618351,4.006910,-3.434210,0.195010
38,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.096689,-0.309271,0.721386,0.612050,4.159710,-3.532010,0.078010
39,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.096737,-0.331396,0.717000,0.605582,4.213210,-3.535110,-0.033310
40,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.096737,-0.353541,0.711866,0.599081,4.235910,-3.505410,-0.137810
41,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.096699,-0.375520,0.706024,0.592591,4.259710,-3.471110,-0.236410
42,1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.096635,-0.397309,0.699494,0.586101,4.284510,-3.432810,-0.329110
43,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.095955,-0.418387,0.692384,0.579956,4.232010,-3.474410,-0.517510
44,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.094692,-0.439249,0.684552,0.574006,4.181210,-3.503110,-0.703710
45,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.092874,-0.459857,0.676003,0.568266,4.132310,-3.519410,-0.887210
46,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.090533,-0.480179,0.666749,0.562741,4.085510,-3.524010,-1.067510
47,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.087695,-0.500183,0.656802,0.557438,4.040910,-3.517510,-1.244210
48,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.084394,-0.519836,0.646177,0.552362,3.998610,-3.500410,-1.416810
49,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.080661,-0.539107,0.634888,0.547517,3.958810,-3.473410,-1.585010
50,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.076523,-0.557972,0.622944,0.542910,3.921610,-3.437010,-1.748410
51,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.072007,-0.576401,0.610370,0.538540,3.887010,-3.391810,-1.906810
52,-1.000000,-1.000000,1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.067147,-0.594371,0.597174,0.534413,3.855110,-3.338310,-2.059810
53,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.063392,0.610301,-0.584990,-0.530378,3.605310,-2.961010,-1.777310
54,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.060651,0.624533,-0.573698,-0.526450,3.362910,-2.599810,-1.504710
55,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.058887,0.637176,-0.563324,-0.522690,3.127810,-2.253810,-1.241710
56,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.058062,0.648337,-0.553883,-0.519135,2.899810,-1.922010,-0.988110
57,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.058143,0.658112,-0.545375,-0.515823,2.678710,-1.603710,-0.743710
58,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.059092,0.666580,-0.537801,-0.512785,2.464410,-1.298110,-0.508310
59,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.060878,0.673816,-0.531149,-0.510045,2.256710,-1.004410,-0.281610
60,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.063467,0.679888,-0.525404,-0.507617,2.055410,-0.721910,-0.063310
61,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.066828,0.684850,-0.520549,-0.505513,1.860310,-0.450110,0.146710
62,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.070934,0.688760,-0.516551,-0.503738,1.671210,-0.188310,0.348810
63,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.075751,0.691653,-0.513390,-0.502303,1.488010,0.064010,0.543310
64,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.081254,0.693570,-0.511032,-0.501203,1.310410,0.307410,0.730410
65,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.087415,0.694536,-0.509451,-0.500437,1.138210,0.542410,0.910310
66,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.094207,0.694580,-0.508610,-0.500000,0.971210,0.769410,1.083210
67,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.101603,0.693725,-0.508470,-0.499881,0.809110,0.988910,1.249410
68,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.109577,0.691985,-0.508993,-0.500075,0.651810,1.201310,1.409110
69,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.118101,0.689369,-0.510147,-0.500572,0.498910,1.406910,1.562510
70,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.127153,0.685890,-0.511890,-0.501354,0.350210,1.606210,1.709910
71,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.136702,0.681547,-0.514188,-0.502411,0.205510,1.799410,1.851410
72,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.146726,0.676349,-0.516999,-0.503722,0.064510,1.986810,1.987210
73,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.157202,0.670294,-0.520279,-0.505276,-0.072910,2.168810,2.117510
74,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.168100,0.663374,-0.523996,-0.507056,-0.207110,2.345510,2.242510
75,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.179391,0.655590,-0.528107,-0.509041,-0.338310,2.517210,2.362310
76,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.191055,0.646941,-0.532568,-0.511210,-0.466810,2.684110,2.477210
77,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.203058,0.637417,-0.537343,-0.513546,-0.592910,2.846410,2.587310
78,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.215375,0.627013,-0.542387,-0.516028,-0.716810,3.004210,2.692910
79,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.227971,0.615722,-0.547663,-0.518633,-0.838810,3.157710,2.794110
80,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.240822,0.603532,-0.553133,-0.521342,-0.959110,3.307010,2.891110
81,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.253894,0.590444,-0.558755,-0.524125,-1.077910,3.452210,2.984110
82,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,-0.267154,0.576441,-0.564489,-0.526968,-1.195410,3.593410,3.073210
83,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.280576,-0.561522,0.570294,0.529844,-1.311910,3.730710,3.158710
84,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.294123,-0.545678,0.576135,0.532725,-1.427610,3.864110,3.240810
85,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.307755,-0.528905,0.581971,0.535589,-1.542710,3.993610,3.319710
86,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.321442,-0.511199,0.587762,0.538411,-1.630710,4.053110,3.341010
87,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.334940,-0.492835,0.593391,0.541124,-1.693010,4.049910,3.313810
88,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.348044,-0.474088,0.598767,0.543676,-1.753910,4.043910,3.289310
89,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.360754,-0.454975,0.603891,0.546050,-1.813310,4.035410,3.267510
90,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.373060,-0.435505,0.608770,0.548235,-1.871010,4.024510,3.248410
91,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.384966,-0.415700,0.613389,0.550225,-1.926810,4.011510,3.231810
92,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.396468,-0.395578,0.617755,0.552006,-1.980710,3.996610,3.217710
93,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.407559,-0.375147,0.621868,0.553570,-2.032610,3.979910,3.205910
94,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.418241,-0.354431,0.625723,0.554908,-2.082510,3.961710,3.196510
95,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.428513,-0.333446,0.629316,0.556014,-2.130210,3.942110,3.189210
96,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.438375,-0.312206,0.632652,0.556872,-2.175710,3.921410,3.184110
97,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.447826,-0.290729,0.635722,0.557481,-2.219010,3.899610,3.180910
98,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.456868,-0.269031,0.638527,0.557832,-2.260110,3.877010,3.179610
99,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.465494,-0.247128,0.641069,0.557918,-2.298910,3.853710,3.180110
100,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.473711,-0.225031,0.643343,0.557735,-2.335410,3.829910,3.182210
101,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.481517,-0.202761,0.645346,0.557276,-2.369710,3.805710,3.185910
102,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.488913,-0.180335,0.647082,0.556532,-2.401710,3.781310,3.191010
103,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.495900,-0.157769,0.648545,0.555502,-2.431510,3.756710,3.197410
104,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.502481,-0.135078,0.649731,0.554180,-2.459210,3.732210,3.205110
105,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.508658,-0.112274,0.650639,0.552567,-2.484710,3.707710,3.213810
106,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.514431,-0.089379,0.651272,0.550652,-2.508110,3.683410,3.223510
107,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.519799,-0.066402,0.651624,0.548440,-2.529510,3.659410,3.234110
108,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.524767,-0.043361,0.651698,0.545920,-2.548910,3.635810,3.245510
109,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.529337,-0.020271,0.651487,0.543099,-2.566310,3.612710,3.257510
110,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.533512,0.002851,0.650991,0.539970,-2.581910,3.590110,3.270210
111,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.537294,0.025990,0.650213,0.536528,-2.595710,3.568110,3.283310
112,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.540682,0.049133,0.649150,0.532779,-2.607810,3.546710,3.296910
113,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.543682,0.072266,0.647797,0.528722,-2.618210,3.526010,3.310810
114,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.546298,0.095372,0.646156,0.524352,-2.627110,3.506010,3.324910
115,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.548532,0.118435,0.644224,0.519675,-2.634510,3.486810,3.339210
116,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.550382,0.141444,0.642007,0.514684,-2.640510,3.468410,3.353610
117,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.551855,0.164383,0.639500,0.509387,-2.645210,3.450810,3.368010
118,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.552955,0.187235,0.636701,0.503781,-2.648610,3.434110,3.382410
119,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.553684,0.209991,0.633608,0.497874,-2.650910,3.418210,3.396710
120,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.554045,0.232633,0.630224,0.491665,-2.652010,3.403210,3.410910
121,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.554040,0.255151,0.626550,0.485153,-2.652110,3.389010,3.424910
122,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.553673,0.277528,0.622584,0.478345,-2.651310,3.375710,3.438710
123,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.552950,0.299749,0.618328,0.471240,-2.649610,3.363210,3.452210
124,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.551871,0.321804,0.613783,0.463844,-2.647110,3.351510,3.465410
125,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.550441,0.343680,0.608946,0.456161,-2.643910,3.340710,3.478310
126,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.548666,0.365361,0.603820,0.448193,-2.640010,3.330710,3.490810
127,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.546546,0.386838,0.598408,0.439945,-2.635510,3.321510,3.502910
128,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.544086,0.408099,0.592707,0.431421,-2.630510,3.313110,3.514610
129,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.541292,0.429128,0.586719,0.422627,-2.625110,3.305510,3.525910
130,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.538163,0.449914,0.580451,0.413564,-2.619210,3.298610,3.536710
131,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.534710,0.470441,0.573898,0.404242,-2.613010,3.292410,3.547110
132,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.530934,0.490704,0.567064,0.394661,-2.606510,3.286810,3.557010
133,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.526834,0.510687,0.559955,0.384831,-2.599710,3.281910,3.566410
134,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.522421,0.530378,0.552572,0.374754,-2.592710,3.277710,3.575410
135,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.517695,0.549771,0.544912,0.364439,-2.585610,3.274110,3.583910
136,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.512667,0.568845,0.536981,0.353892,-2.578310,3.271010,3.591910
137,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.507337,0.587592,0.528786,0.343118,-2.571010,3.268510,3.599510
138,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.501705,0.606008,0.520327,0.332124,-2.563610,3.266510,3.606510
139,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.495781,0.624081,0.511604,0.320913,-2.556210,3.265010,3.613110
140,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.489572,0.641799,0.502622,0.309493,-2.548810,3.264010,3.619310
141,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.483076,0.659151,0.493386,0.297872,-2.541510,3.263410,3.625010
142,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.476306,0.676124,0.483902,0.286057,-2.534310,3.263110,3.630210
143,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.469260,0.692712,0.474169,0.274059,-2.527210,3.263310,3.635010
144,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.461945,0.708906,0.464194,0.261883,-2.520210,3.263810,3.639410
145,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.454365,0.724697,0.453982,0.249535,-2.513410,3.264610,3.643410
146,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.446526,0.740075,0.443538,0.237019,-2.506710,3.265710,3.647010
147,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.438439,0.755027,0.432867,0.224346,-2.500210,3.267110,3.650310
148,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.430104,0.769552,0.421969,0.211523,-2.493910,3.268710,3.653210
149,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.421527,0.783640,0.410850,0.198559,-2.487810,3.270510,3.655710
150,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.412712,0.797279,0.399521,0.185466,-2.481910,3.272510,3.657910
151,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.403664,0.810467,0.387982,0.172243,-2.476210,3.274710,3.659810
152,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.394391,0.823193,0.376243,0.158902,-2.470710,3.277010,3.661410
153,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.384901,0.835450,0.364304,0.145452,-2.465510,3.279510,3.662710
154,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.375196,0.847232,0.352176,0.131901,-2.460510,3.282110,3.663710
155,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.365286,0.858530,0.339865,0.118257,-2.455810,3.284810,3.664510
156,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.355170,0.869342,0.327371,0.104527,-2.451310,3.287510,3.665010
157,-1.000000,-1.000000,-1.000000,0.000000,0.000000,500.000000,0.000000,0.000000,0.000000,0.344861,0.879660,0.314704,0.090722,-2.447110,3.290310,3.665410
